#lambda/nm	DC	C1
662.037	19806	19801
662.457	19588.2	19574.8
662.855	19338.6	19357.6
663.275	19185.4	19171.2
663.695	18892.2	18915
664.094	18726.2	18707.6
664.514	18497	18481.4
664.934	18236.8	18221.6
665.333	18017.4	18059.8
665.753	17738.6	17800
666.152	17569.2	17525.8
666.572	17248	17303
666.993	17100.6	17177.6
667.392	16913.8	16920.4
667.812	16720.6	16664
668.212	16527.2	16537.4
668.632	16280.2	16333
669.053	16095.6	16093
669.453	15888	15915.4
669.874	15664	15682.8
670.273	15494.6	15447
670.694	15250.6	15233.8
671.116	15085	15068.2
671.515	14910.2	14907.4
671.937	14684.2	14718.6
672.337	14520.4	14511.8
672.758	14314.8	14308.2
673.158	14122.6	14132.4
673.58	13987	13955.6
673.98	13785.2	13766.8
674.402	13673.8	13578.4
674.824	13474.4	13453
675.224	13287.8	13259
675.646	13104	13145.6
676.047	12965.6	12928.6
676.469	12827.8	12852.4
676.869	12672.8	12649.6
677.292	12518.4	12502.6
677.693	12369.6	12361.6
678.115	12275.8	12236.4
678.516	12124.4	12051
678.939	11948.2	11951.6
679.34	11902.6	11805
679.762	11714	11739.4
680.164	11596	11598
680.586	11461.4	11407.6
680.988	11336.4	11323
681.411	11250.4	11215.6
681.812	11098.2	11088.2
682.236	11006.6	10978.4
682.637	10892.2	10900
683.061	10694.6	10765.8
683.462	10680.8	10670.4
683.864	10555.4	10529.4
684.288	10461.4	10471.6
684.69	10396.8	10394.6
685.114	10246.4	10255.6
685.516	10168	10168.2
685.94	10082.8	10084.2
686.342	10013.6	9967
686.766	9930.2	9851.6
687.168	9783.6	9767.2
687.571	9718.4	9708.2
687.995	9622.4	9630
688.398	9544.6	9552.4
688.822	9481.8	9472.2
689.225	9414	9409.4
689.628	9376.8	9291.2
690.052	9281.6	9212.8
690.456	9165.2	9172.8
690.88	9058.2	9063.4
691.284	8948.4	9031
691.687	8914.2	8884.6
692.112	8819.8	8819.4
692.515	8752.8	8775
692.919	8665	8655.2
693.344	8584.4	8585.8
693.747	8569	8545
694.173	8411	8475.6
694.577	8375.2	8435.6
694.98	8290.8	8306.4
695.406	8254.2	8197.4
695.81	8152.4	8140.4
696.214	8059.8	8033.2
696.64	7951.4	7990.6
697.044	7898	7973.6
697.448	7858.6	7839.2
697.874	7783	7749.8
698.279	7688.2	7657
698.684	7602.8	7599.4
699.11	7519.6	7475.4
699.514	7407.6	7436.8
699.919	7367	7316.6
700.324	7271.2	7302.2
700.75	7161.2	7220.6
701.156	7109.4	7126.8
701.561	7059	7102.6
701.987	6964.4	6991.4
702.393	6933.4	6893.4
702.798	6856.4	6832.8
703.203	6756	6747
703.63	6681.4	6671.6
704.036	6595.2	6611.6
704.442	6535.4	6545.4
704.847	6462.6	6493.4
705.274	6405.4	6341
705.68	6292.6	6311
706.086	6262.6	6274.8
706.492	6149.8	6151.2
706.92	6099.4	6083.2
707.326	6038.6	6043.4
707.732	5965.2	5960.4
708.139	5907	5887.6
708.545	5827.2	5820.4
708.973	5730	5765.8
709.38	5676	5687.6
709.786	5651.6	5611.2
710.193	5583	5602.4
710.6	5514.8	5524.4
711.028	5446.6	5443.8
711.435	5397.6	5355
711.842	5298.4	5312.6
712.249	5238.4	5252.2
712.656	5206.6	5189.4
713.064	5152.6	5129.4
713.492	5071.6	5079.4
713.9	5035.8	5000.2
714.307	4991.4	4990.2
714.715	4908.6	4883.4
715.123	4864.6	4851.4
715.53	4806.8	4793.6
715.938	4751.2	4746.2
716.367	4697.4	4711
716.775	4642.6	4590.2
717.184	4592.2	4572.6
717.592	4555.6	4512.6
718	4489.6	4485.6
718.408	4466.8	4456.8
718.816	4416	4414.6
719.225	4340.2	4337.2
719.633	4284.6	4264.6
720.042	4224	4214.4
720.472	4175.6	4148.6
720.881	4139.4	4177.6
721.29	4105.4	4102.8
721.699	4012.6	4041.4
722.108	3969.6	3999.2
722.517	3934.2	3934.4
722.926	3876.8	3910.4
723.335	3850.6	3863.2
723.744	3800.2	3822.8
724.154	3754.8	3766
724.563	3690.2	3737.2
724.973	3656	3691.2
725.382	3642.4	3618.6
725.792	3575.2	3613.8
726.202	3526.6	3527.8
726.612	3540.8	3518
727.022	3468.2	3479.6
727.432	3448.6	3454
779.813	3347.2	3375.8
780.223	3385	3390
780.634	3300.2	3295.4
781.044	3260	3246.4
781.454	3206.4	3210.2
781.865	3209.2	3183.6
782.276	3103.6	3133.8
782.686	3091.6	3116.2
783.097	3052.4	3077.4
783.508	3039.2	3011.6
783.919	2974.8	2986.6
784.33	2957.8	2939.4
784.741	2932.6	2926
785.152	2864	2876.4
785.563	2842.4	2821.8
785.974	2809.8	2820.6
786.386	2787.4	2794.8
786.776	2726.6	2733.8
787.188	2687.6	2716.2
787.599	2666	2667.4
788.011	2658.4	2643.4
788.423	2624.6	2597.4
788.835	2563	2572.4
789.247	2531.4	2536.8
789.659	2514.2	2508.8
790.071	2481.8	2487.2
790.483	2498.2	2503.8
790.874	2412	2417.2
791.286	2397.2	2376.8
791.699	2383.8	2377
792.111	2336.8	2322.6
792.524	2308.8	2300.8
792.937	2280.6	2269
793.349	2242	2253.8
793.741	2231.2	2243.4
794.154	2213	2215.8
794.567	2185.2	2197
794.98	2170	2122.4
795.393	2114.2	2101.8
795.785	2101.2	2115
796.198	2103.2	2081.4
796.612	2057.2	2034.8
797.026	2044.4	2026.2
797.439	1998.6	2013.8
797.831	1995.4	1986.4
798.245	1958.2	1949.4
798.659	1963	1944.6
799.073	1917.8	1919.8
799.487	1909.2	1902.8
799.88	1869.2	1885.8
800.294	1856.2	1861.8
800.708	1858	1859.8
801.123	1829.2	1822.6
801.516	1819.6	1794.6
801.93	1785	1779.8
802.345	1764.2	1753.4
802.76	1737.8	1743.2
803.153	1726.2	1744
803.568	1720.6	1728.8
803.983	1680.6	1685.8
804.377	1681.6	1667
804.792	1640.4	1635.2
805.207	1629	1624.2
805.601	1635.6	1617
806.016	1631	1632.4
806.432	1569	1581.4
806.826	1606.8	1599.4
807.242	1572	1572.6
807.658	1540	1542.2
808.052	1537	1518.6
808.468	1532.2	1507.2
808.884	1489.6	1491.4
809.279	1503	1497.8
809.695	1482.4	1485
810.111	1477	1472
810.506	1452	1454.8
810.922	1439.6	1457.6
811.339	1413.6	1418.8
811.734	1414.2	1417.6
812.151	1397.4	1409.4
812.546	1375.4	1371.6
812.963	1355.4	1356.2
813.38	1359.2	1370
813.776	1356.4	1335
814.193	1358.2	1340.4
814.589	1300.6	1308
815.006	1311.6	1297.8
815.402	1295.2	1286.4
815.82	1278.2	1290.2
816.237	1292.4	1283.4
816.633	1270.2	1269.4
817.051	1249.6	1255.6
817.448	1252.4	1247.4
817.866	1224.4	1210.8
818.262	1246.6	1247
818.68	1217	1217.4
819.077	1205.6	1198.4
819.495	1214.4	1201
819.892	1218	1222.6
820.311	1165.4	1168.6
820.708	1171.4	1154.4
821.127	1163.2	1163
821.524	1162.4	1162.8
821.943	1145.4	1150
822.34	1161.6	1146.6
822.759	1116.6	1127.4
823.157	1115.6	1130
823.576	1126.2	1123.4
823.974	1111.6	1112.8
824.393	1178.6	1175.6
824.791	1094	1080.6
825.189	1080	1077.8
825.609	1067.6	1062.8
826.007	1066.6	1068.2
826.427	1056.4	1052
826.826	1069.6	1048.4
827.246	1045.4	1052.6
827.644	1035.6	1035
828.043	1043.6	1041.8
828.463	1027.8	1017.4
828.862	1022.6	1031
829.261	1024.8	1014.6
829.682	1004.8	1002
830.081	1012.4	1012.4
830.502	992.4	981.2
830.901	1002.4	981
831.301	995	1000.6
831.722	962	952.4
832.121	976.4	977.8
832.521	947.4	966.4
832.943	955.2	958.2
833.342	957.8	952.2
833.742	928.6	944.2
834.164	943.4	939.8
834.564	928.6	934
834.965	926.2	927.6
835.386	924	913.8
835.787	919.8	920.4
836.188	918.4	915.8
836.588	919	921.8
837.01	907	902.2
837.411	902	890.8
837.812	902	914.2
838.213	897.2	896.8
838.636	892	887.6
839.037	962.4	948.4
839.438	891.6	891.6
839.84	881.2	874.2
840.263	884.8	878.4
840.664	869.8	875.8
841.066	868	861
841.468	856.8	863.2
841.891	868.2	849.8
842.293	868.6	864.8
842.695	860.6	844
843.098	856.4	863
843.5	850.2	852.2
843.902	842.6	850.6
844.326	841.2	853
844.729	837.2	829.6
845.131	846.4	845
845.534	833.8	838
845.937	843	833
846.34	829.4	832.4
846.764	815.8	819.2
847.167	814	817
847.571	811.4	798.8
847.974	811.6	798
848.377	809.6	792.6
848.781	855.2	853
849.184	819.2	804.4
849.588	792.4	795.2
849.992	790.8	799.6
850.396	806.4	794.2
850.821	808.6	808.2
851.225	796	794.2
851.63	784.8	788.6
852.034	789.2	804
852.438	771.8	774.8
852.843	799	803
853.247	774.8	769
853.652	763.4	767.6
854.057	773.6	795
854.462	766.2	766.6
854.867	757.2	777
855.272	792.2	785.2
855.677	759	763.8
856.082	751.8	753
856.487	746.2	757.4
856.893	758.6	757.4
857.298	742.4	749.2
857.704	735.6	744.2
858.11	750.2	749.2
858.516	745.2	749.2
858.922	749.4	747.8
859.328	743.2	751
859.734	736.4	732.2
860.14	745	752.4
860.525	739	731.2
860.931	723.6	727.4
861.338	727	727.8
861.745	730.4	717.4
862.151	736.4	732.6
862.558	724.8	726.8
862.965	723.2	716.8
863.372	709.4	713.8
863.779	714.8	714.6
864.186	726.2	738.8
864.572	721.2	719.8
864.98	721.8	731
865.387	735	735.2
865.795	699	698.6
866.203	707	718.2
866.61	696.8	697.6
867.018	713	720.6
867.405	714.8	718.2
867.813	693.2	713
868.221	705	702.2
868.63	686.8	700.6
869.038	710.6	709
869.425	731.4	728
869.834	694	702.6
870.243	683.6	686.8
870.652	684	698.2
871.039	695.8	682.4
871.448	681.6	698.2
871.857	687	693.4
872.266	694	694.4
872.654	686.8	682.8
873.064	681.4	690
873.473	685.2	696.2
873.883	669.2	668.2
874.271	676.8	675
874.681	676.2	684.4
875.091	660.8	672
875.48	685.8	688.2
875.89	692.6	695.6
876.3	664.2	672.6
876.689	669.6	660.6
877.1	671	673.4
877.51	677	678
877.9	687	681
878.31	663.2	664.4
878.721	701.8	686.2
879.111	672.8	673.6
879.522	666.8	665
879.933	655	652.4
880.323	650.8	651.2
880.734	651	658.2
881.125	655	656.2
881.536	652.2	658
881.948	662	656.6
882.338	665.4	646
882.75	664.4	674.2
883.141	640.6	651.4
883.553	659.2	651.4
883.944	674.6	675.2
884.356	653.6	652.6
884.769	648.6	650.2
885.16	641.2	648
885.573	642.4	648
885.964	632.8	646.2
886.377	644.6	646.6
886.768	628.4	639.4
887.181	642.8	639.4
887.573	632.2	630.6
887.987	650.4	646.8
888.378	648.6	647.6
888.792	642.6	647.2
889.184	685.8	688.8
889.598	621.2	632.4
889.99	638.6	626.8
890.383	633.6	626.2
890.797	622.2	620.4
891.19	637	648
891.604	622.6	633.2
891.997	623	619.6
892.411	632.6	623.4
892.805	616.8	623.8
893.198	629.8	628.2
893.613	619.2	612.6
894.006	625.2	624
894.421	619.2	621
894.815	623.2	625.4
895.209	611.6	624
895.624	662.8	665.2
896.018	646.2	632.6
896.412	620.8	618
896.828	617.6	610.4
897.222	623.8	623.8
897.617	617.8	616.2
898.033	629.2	628
898.427	619.6	611
898.822	616.6	617.4
899.239	615.6	602
899.634	610.4	600.8
900.029	628.4	633.2
900.424	605.2	607.8
900.841	592.6	597.8
901.236	625.2	619.8
901.632	623.2	618.2
902.027	659	661
902.445	612.4	615
902.841	608.4	611.2
903.237	606.6	598.2
903.633	616.8	624.6
904.05	617	608.2
904.447	611.2	606.8
904.843	616.2	608
905.24	602.6	608.4
905.636	585.2	589.8
906.033	600.6	592.6
906.451	605.4	618.8
906.848	589.6	593.2
907.246	596.4	604.2
907.643	603.4	599.4
908.04	603.4	604
908.438	615.8	610
908.835	598.8	602.4
909.254	593	594.6
909.652	602.6	594.2
910.05	601.8	603.2
910.448	592.2	588.6
910.846	601.6	597
911.244	580	585.4
911.643	594.4	601.2
912.041	588.6	589.2
912.44	602.8	603.6
912.839	589.4	585.4
913.237	597.4	589.2
913.636	593.4	576.8
914.035	606.8	596
914.434	594.4	582
914.834	602	595.6
915.233	596.8	602.2
915.633	595.4	587.2
916.032	592.4	581.6
916.432	591.8	585.8
916.832	602	603.8
917.232	583.6	579.6
917.632	581.8	583
918.032	586.6	595
918.432	581.6	596
918.833	586.6	586.8
919.233	579.8	583
919.634	576.2	570.4
920.035	598.6	590.2
920.436	581.4	576.4
920.837	583.2	589.4
921.238	584	581.2
921.639	592.4	580.8
922.019	581.6	588.6
922.42	591.8	588.2
922.822	585.2	589
923.224	581.4	580.2
923.625	578.4	576
924.027	577.6	582.8
924.429	591.4	601.4
924.81	578.2	583.6
925.212	585.4	583.6
925.615	579.2	589.2
926.017	574.2	585.8
926.42	593.6	586
926.801	587.6	585.8
927.204	577.6	579
927.607	592.2	596.8
928.01	602	592.2
928.413	578.8	582.8
928.795	563	567
929.199	574	581.2
929.602	577.4	568.2
930.006	568.6	573.2
930.388	569.4	569
930.792	576.6	580.2
931.196	581.2	577.2
931.579	601.4	612.6
931.983	566.2	566.6
932.388	626.6	617.2
932.771	575.4	582.6
933.176	570.8	565.6
933.58	575.6	580
933.964	581.2	583.4
934.369	565.6	558.4
934.774	585.4	580
935.158	579.6	574
935.563	579.2	574
935.947	574.6	578
936.353	575.6	582.6
936.759	573.4	579.2
937.143	581.8	576.4
937.549	573.4	571.8
937.934	572.6	583.8
938.34	591.4	594.2
938.746	568.4	560.2
939.131	573	568.2
939.538	570.8	570
939.923	585	576.2
940.33	565.6	573.2
940.716	580.2	581.6
941.123	579	582.4
941.508	580.2	577
941.916	585.4	580.6
942.302	571.8	577.4
942.709	559.2	566.6
943.096	563.2	563.4
943.503	575	581.4
943.89	570.6	573.2
944.298	560.2	559.8
944.685	591	590.8
945.072	571.8	572.2
945.48	581.4	579
945.867	567.6	563.2
946.276	568.4	566
946.663	584.8	595.6
947.051	581.2	579.4
947.46	577	581.8
947.848	571.2	560.2
948.257	567.8	565.4
948.645	564	571
949.033	564.6	561.4
949.443	545	560.4
949.831	597.2	598.2
950.22	558.8	560.4
950.63	579	568.8
951.018	591	591.8
951.407	565.2	556.4
951.796	554.4	560
952.207	578.4	570
952.596	571.6	569
952.985	551.8	552.4
953.375	601	597.8
953.786	566.2	558.4
954.176	554.4	554.6
954.566	574.6	565.6
954.956	559.6	558.4
955.367	563.8	570
955.758	585.2	581.4
956.148	554.8	561.6
956.539	563.6	575
956.929	557.2	554.8
957.341	555.2	548.6
957.732	559.6	563.4
958.123	564.8	567
958.515	556.6	557.4
958.906	568.2	568.8
959.297	557.8	556.8
959.689	559.6	565.4
960.102	544.6	556.6
960.494	567	566
960.886	549.6	554.4
961.278	556.2	562.6
961.67	581.6	576.4
962.062	587.4	597.8
962.455	561.6	567.8
962.847	553.8	548
963.24	557.4	565.4
963.633	555.6	567
964.026	557.6	552
964.419	554.2	570.2
964.812	560	568.2
965.206	557.2	560.4
965.599	558.2	569.6
965.993	561.8	568.8
966.386	555.6	551.6
966.78	573.2	575.2
967.174	570.2	561.2
967.569	555	558
967.963	556	555.2
968.357	552.4	556.6
968.752	554.8	556.4
969.146	557.2	562.6
969.541	555	554.4
969.936	553.8	556.4
970.331	560.4	570.8
970.705	554.2	565.2
971.1	565.6	565.6
971.496	560.4	563.2
971.892	557.6	551.2
972.287	555.6	552
972.683	557.6	559.2
973.079	558.2	554.8
973.454	572.8	578.4
973.85	564.8	568
974.247	572.8	565
974.643	585.6	585.2
975.04	562.6	562.2
975.415	555.6	559
975.812	554.8	555.8
976.209	561.4	560.6
976.607	554.8	548.8
976.982	573.2	555.2
977.38	576	582.8
977.778	560.8	559.4
978.175	559.8	558.2
978.552	557.2	567
978.95	568.2	566
979.348	561.2	562.2
979.725	602.2	601
980.123	553	556
980.522	559.4	559.4
980.899	555	548
981.298	555.6	559
981.697	555.6	571.2
982.075	555.8	552.6
982.474	556.2	555
982.852	560.6	553
983.251	558.4	553.4
983.651	554.6	559.2
984.029	562.2	567.8
984.429	559.8	556.2
984.808	554.2	560
985.208	565.8	557.6
985.609	549.6	553.2
985.987	548.4	548
986.388	548.4	549.4
986.768	562.8	565
987.168	555.2	558.4
987.548	566.6	560
987.949	567.4	562.8
988.329	562	558.4
988.731	556.2	543.6
989.111	561.6	556.2
989.491	561.2	559.2
989.893	562.8	557.2
990.273	566	564.6
990.676	554.4	554.8
991.057	559.4	543
991.459	558.6	560
991.84	554.8	557.4
992.221	547.8	549.2
992.624	564.4	562.8
993.006	556	556
993.388	563	557.4
993.791	562.8	558.6
994.173	561.6	554.2
994.576	579.4	590
994.959	552.2	554
995.341	555	550
995.724	559.6	548.6
996.128	555.2	564.6
996.511	562.8	556.6
996.894	548.8	563.6
997.298	563.6	555
997.681	563	567.8
998.065	555.6	561.8
998.448	560	558.2
998.854	566.6	567
999.237	556.4	551
999.621	565	569.6
1000.01	574.2	573.4
1000.39	562.2	557.8
1000.8	552.8	552
1001.18	564.6	561.6
1001.56	564.2	563.6
1001.95	564.4	567
1002.33	565.4	563.8
1002.72	557	559.2
1003.13	551	556.2
1003.51	556.6	548.6
1003.9	546.8	547.4
1004.28	570	568.4
1004.67	549.6	559.2
1005.06	552.8	553.8
1005.44	589.8	582.4
1005.83	552.8	548.8
1006.21	560.6	560.2
1006.6	550.8	549.4
1006.99	571.8	561.4
1007.37	565	563.8
1007.76	558.6	552
1060.12	555.4	549.8
1060.51	557	554.6
1060.89	566.8	564.4
1061.28	575.4	572.6
1061.67	571.4	569.2
1062.06	559.4	565
1062.45	565	573
1062.83	559	554.2
1063.22	566.8	565.6
1063.61	598.4	590.2
1064	563.4	563
1064.39	555.2	556.8
1064.78	562.8	550.6
1065.14	571.2	570.4
1065.53	558.2	566.2
1065.92	553.6	564.8
1066.31	553.2	556.4
1066.7	557.8	564.2
1067.09	574.6	563.8
1067.46	565.2	558
1067.85	555.4	560.2
1068.24	558.2	566.4
1068.63	563.4	561.8
1069.02	554.8	554.4
1069.39	568.8	555.8
1069.78	567.2	553
1070.17	556	556.4
1070.57	552.4	553.6
1070.93	566.8	557
1071.33	548	560.6
1071.72	559.8	561.2
1072.11	556	553.6
1072.48	554.6	560.2
1072.87	559.2	571.4
1073.26	565.6	562
1073.64	559.4	560
1074.03	551.8	558.4
1074.4	552.6	561.4
1074.79	563.8	558.6
1075.19	564.6	564.6
1075.56	566.8	565.4
1075.95	566	563.2
1076.34	558.2	550.2
1076.72	556.4	559.2
1077.11	561	567.6
1077.48	569.4	571.4
1077.88	568.4	566.4
1078.25	559	560
1078.64	572.4	576.8
1079.02	560.6	560.4
1079.41	563	571.8
1079.78	560.4	556
1080.18	555.6	556.6
1080.55	624	620.4
1080.95	551.2	559.2
1081.32	554.2	563.2
1081.72	572.4	569
1082.09	556.6	559.8
1082.49	552.4	554
1082.86	566.2	562.8
1083.24	559.4	552.8
1083.63	554.6	552.6
1084.01	552.4	559.2
1084.38	572.2	570.8
1084.78	550	556.8
1085.16	565.2	570.6
1085.55	572.2	573
1085.93	587.6	572.6
1086.31	562.6	548.2
1086.7	585	593.2
1087.08	563.6	559.4
1087.46	567.8	556.4
1087.83	556.2	557.2
1088.23	567	570.6
1088.61	560.2	560.6
1088.99	564.8	567
1089.36	555.8	560.8
1089.76	561.8	556.4
1090.14	561	562.6
1090.52	563	567
1090.9	546.6	551.4
1091.27	572.4	581.8
1091.67	586.4	585
1092.05	563	567
1092.43	562.2	557.6
1092.81	572.2	572
1093.19	566.8	569.8
1093.57	555	552.6
1093.95	562.8	554.4
1094.35	569.2	576.8
1094.73	577.2	571.2
1095.11	551.8	553.8
1095.49	557.6	560
1095.87	567.2	561
1096.25	573.6	576.2
1096.63	565	576
1097.01	561.8	562.4
1097.39	573	564.8
1097.77	565.6	562.2
1098.15	555	566
1098.53	559.2	560.2
1098.91	560.4	554.8
1099.29	563	569.4
1099.68	569.6	586
1100.06	569.2	576.6
1100.44	563.8	564.8
1100.82	569.8	565.6
1101.18	567	569.8
1101.56	551.6	561.6
1101.95	563.2	559.8
1102.33	566.4	559.4
1102.71	568.8	560.2
1103.1	561.2	561.2
1103.48	548	557
1103.86	546.6	549.2
1104.22	560.2	568.4
1104.61	561.4	567.8
1104.99	554.6	565.6
1105.38	556.2	560.8
1105.76	556.8	559.2
1106.12	564.4	561.6
1106.51	590.8	601.2
1106.89	573.6	570.6
1107.26	566.4	565.4
1107.64	563.6	572.2
1108.03	560.6	563
1108.41	568	568.2
1108.78	568.2	570.4
1109.16	556.4	564.4
1109.55	583	568.6
1109.91	557.4	550.6
1110.3	551.2	552.8
1110.69	568	576.8
1111.05	554.6	559.8
1111.44	564	570.6
1111.8	559.6	565.2
1112.19	568.4	574.2
1112.58	565	565.2
1112.94	557.8	563.2
1113.33	562	568.4
1113.7	560.8	557
1114.09	567.2	562
1114.45	558.4	563.6
1114.84	559.6	567.8
1115.21	571.6	571
1115.6	556.6	561.6
1115.96	564.8	568.6
1116.35	560.4	564.8
1116.72	555.4	559.2
1117.11	575.8	575.6
1117.48	561.4	554
1117.85	565.4	563.4
1118.24	580.2	576.2
1118.6	567.8	572.4
1118.99	556	551.2
1119.36	569.4	572.6
1119.73	564.4	559.8
1120.12	560.4	562.8
1120.49	541	550
1120.86	574.6	575.2
1121.25	558.8	567.6
1121.62	556.8	557.6
1121.99	558.6	567
1122.38	574.6	563.8
1122.76	565	563.4
1123.13	557.6	553.4
1123.5	559.4	578.6
1123.89	567.6	574.6
1124.26	553.6	560.6
1124.63	563	565.8
1125	561	557.4
1125.4	551	555.6
1125.77	551.6	557.8
1126.14	547.4	550.8
1126.51	564.2	559.2
1126.88	564.6	563.4
1127.26	562.8	559
1127.63	545.6	549.2
1128.02	555	553.4
1128.4	549.2	551.4
1128.77	562.4	553
1129.14	552.4	554.4
1129.52	564.2	559.2
1129.89	571	565.4
1130.26	560.4	547.6
1130.64	550.8	551
1131.01	564	552.6
